Unnamed: 0;y;x;year;month;pm10;o3;co;t2;ws;wd;rn;Codigo localidad;MuertesxPM25;Poblacion;RF;pm25
0.0;10.0;8.0;2008.0;1.0;48.761;15.613;1.015;14.3;0.89;222.116;0.129;12.0;168.0;178732.0;23.369083333333332;
1.0;10.0;8.0;2008.0;2.0;50.698;13.859;1.126;14.501;0.848;225.258;0.181;12.0;12.0;178732.0;19.552333333333333;
2.0;10.0;8.0;2008.0;3.0;49.986;14.367;1.085;14.445;0.838;223.729;0.164;12.0;25.0;178732.0;22.07058333333333;
3.0;10.0;8.0;2008.0;4.0;44.849;10.773;1.178;14.392;0.838;223.482;0.175;12.0;35.0;178732.0;27.316000000000003;
4.0;10.0;8.0;2008.0;5.0;41.162;8.471;0.94;14.472;0.854;223.558;0.183;12.0;20.0;178732.0;16.738083333333332;
5.0;10.0;8.0;2008.0;6.0;40.129;8.65;0.965;14.414;0.835;220.313;0.119;12.0;7.0;178732.0;17.488166666666665;
6.0;10.0;8.0;2008.0;7.0;41.567;8.963;0.956;14.228;0.814;222.197;0.112;12.0;10.0;178732.0;16.967666666666663;
7.0;10.0;8.0;2008.0;8.0;42.401;12.179;0.902;14.239;0.785;221.374;0.102;12.0;13.0;178732.0;18.13483333333333;
8.0;10.0;8.0;2008.0;9.0;41.721;12.24;0.767;14.323;0.722;215.839;0.023;12.0;5.0;178732.0;17.458999999999996;15.46781115879828
9.0;10.0;8.0;2008.0;10.0;31.215;12.813;0.633;14.567;0.3;159.4;0.033;12.0;8.0;178732.0;11.072000000000003;10.07333333333333
10.0;10.0;8.0;2008.0;11.0;50.853;11.673;1.18;14.227;0.781;224.576;0.176;12.0;3.0;178732.0;20.57425;
11.0;10.0;8.0;2008.0;12.0;51.299;11.657;1.205;14.162;0.806;223.428;0.195;12.0;8.0;178732.0;20.82783333333333;
12.0;10.0;8.0;2009.0;1.0;49.004;16.144;1.053;14.355;1.456;224.117;0.137;12.0;19.0;169541.0;20.470166666666668;
13.0;10.0;8.0;2009.0;2.0;50.963;17.17;0.998;14.526;1.541;227.552;0.261;12.0;16.0;169541.0;16.48925;15.21915887850467
14.0;10.0;8.0;2009.0;3.0;50.861;12.689;1.087;14.428;1.499;226.017;0.209;12.0;10.0;169541.0;20.221166666666672;20.3
15.0;10.0;8.0;2009.0;4.0;42.662;11.274;0.875;15.049;1.674;212.597;0.12;12.0;118.0;169541.0;18.116083333333332;15.75342205323194
16.0;10.0;8.0;2009.0;5.0;42.853;10.268;0.894;14.466;1.493;204.484;0.034;12.0;44.0;169541.0;21.305000000000003;14.97940298507463
17.0;10.0;8.0;2009.0;6.0;29.189;7.866;0.554;14.276;1.59;196.595;0.044;12.0;24.0;169541.0;12.778;11.745
18.0;10.0;8.0;2009.0;7.0;22.243;9.504;0.826;14.062;1.719;160.388;0.05;12.0;10.0;169541.0;11.33558333333333;13.25792682926829
19.0;10.0;8.0;2009.0;8.0;27.914;12.168;0.834;14.51;1.646;187.062;0.054;12.0;8.0;169541.0;14.641916666666667;15.58991150442478
20.0;10.0;8.0;2009.0;9.0;27.84;18.007;0.552;14.515;1.827;171.752;0.018;12.0;4.0;169541.0;14.363;15.07716666666667
21.0;10.0;8.0;2009.0;10.0;46.224;14.655;1.033;14.154;1.454;219.719;0.205;12.0;7.0;169541.0;24.365250000000003;24.1687134502924
22.0;10.0;8.0;2009.0;11.0;41.261;14.718;1.09;14.565;1.462;221.813;0.07;12.0;3.0;169541.0;20.745666666666665;22.05292353823088
23.0;10.0;8.0;2009.0;12.0;44.027;13.31;1.256;13.88;1.444;215.202;0.101;12.0;2.0;169541.0;21.3365;24.27765793528506
24.0;10.0;8.0;2010.0;1.0;48.63;19.736;1.032;14.237;1.611;212.526;0.027;12.0;35.0;161921.0;23.228583333333333;26.09656160458453
25.0;10.0;8.0;2010.0;2.0;50.822;20.157;1.114;15.617;1.744;198.895;0.048;12.0;32.0;161921.0;28.437416666666675;30.13070607553366
26.0;10.0;8.0;2010.0;3.0;50.319;17.009;1.144;15.398;1.614;211.518;0.03;12.0;129.0;161921.0;28.804500000000004;29.0979381443299
27.0;10.0;8.0;2010.0;4.0;48.143;11.33;1.256;15.299;1.339;228.941;0.266;12.0;9.0;161921.0;23.27933333333333;25.47726495726496
28.0;10.0;8.0;2010.0;5.0;38.981;8.992;1.013;15.361;1.442;223.881;0.301;12.0;6.0;161921.0;20.11708333333333;19.98041401273885
29.0;10.0;8.0;2010.0;6.0;39.781;8.534;0.93;14.447;1.384;223.44;0.077;12.0;12.0;161921.0;19.41933333333333;18.23542039355993
30.0;10.0;8.0;2010.0;7.0;43.176;7.311;0.98;14.062;1.316;234.478;0.245;12.0;18.0;161921.0;22.327916666666667;20.36757188498403
31.0;10.0;8.0;2010.0;8.0;47.359;11.667;0.961;13.988;1.402;231.324;0.065;12.0;10.0;161921.0;24.543000000000003;24.54257748776509
32.0;10.0;8.0;2010.0;9.0;55.737;11.433;1.135;13.8;1.311;249.407;0.087;12.0;10.0;161921.0;27.56233333333333;29.42625250501002
33.0;10.0;8.0;2010.0;10.0;42.507;13.192;0.989;14.388;1.355;224.851;0.233;12.0;7.0;161921.0;23.121750000000006;23.71119081779053
34.0;10.0;8.0;2010.0;11.0;50.049;10.054;1.537;14.31;1.206;238.961;0.242;12.0;2.0;161921.0;25.261750000000003;27.11144578313253
35.0;10.0;8.0;2010.0;12.0;53.983;12.088;0.951;13.752;1.226;235.72;0.162;12.0;9.0;161921.0;26.14341666666667;27.24882154882155
36.0;10.0;8.0;2011.0;1.0;50.269;21.248;0.926;13.927;1.454;232.695;0.123;12.0;85.0;155514.0;22.90558333333333;24.64150943396226
37.0;10.0;8.0;2011.0;2.0;44.731;19.195;0.932;14.368;1.516;229.561;0.155;12.0;82.0;155514.0;23.767416666666666;24.63168316831683
38.0;10.0;8.0;2011.0;3.0;36.388;11.473;0.754;14.257;1.527;255.302;0.131;12.0;29.0;155514.0;22.787333333333333;22.80275862068966
39.0;10.0;8.0;2011.0;4.0;42.223;9.739;0.862;14.873;1.433;217.564;0.226;12.0;20.0;155514.0;21.18733333333333;24.08087248322148
40.0;10.0;8.0;2011.0;5.0;36.802;6.234;0.936;14.955;1.168;237.315;0.214;12.0;20.0;155514.0;19.06266666666667;19.63704318936877
41.0;10.0;8.0;2011.0;6.0;31.94;9.167;1.039;14.694;1.172;194.748;0.096;12.0;13.0;155514.0;15.723916666666668;16.41853360488798
42.0;10.0;8.0;2011.0;7.0;35.475;9.508;0.81;14.405;1.366;191.77;0.062;12.0;18.0;155514.0;17.282166666666665;16.97606837606838
43.0;10.0;8.0;2011.0;8.0;39.158;14.713;0.592;14.297;1.238;218.158;0.036;12.0;12.0;155514.0;17.807333333333332;19.24799235181645
44.0;10.0;8.0;2011.0;9.0;36.233;12.734;1.135;13.605;1.176;209.715;0.074;12.0;8.0;155514.0;19.706583333333338;20.22831215970962
45.0;10.0;8.0;2011.0;10.0;39.701;9.19;1.176;13.915;1.051;238.556;0.286;12.0;8.0;155514.0;19.741166666666672;21.13448275862069
46.0;10.0;8.0;2011.0;11.0;50.676;7.86;1.036;14.228;1.046;228.082;0.389;12.0;11.0;155514.0;23.404249999999994;26.82819722650231
47.0;10.0;8.0;2011.0;12.0;42.454;11.35;0.692;14.353;1.11;186.003;0.266;12.0;3.0;155514.0;19.320083333333333;22.64253393665158
48.0;10.0;8.0;2012.0;1.0;41.366;16.309;0.508;14.416;1.25;193.257;0.2;12.0;26.0;150063.0;20.37125;22.52966507177034
49.0;10.0;8.0;2012.0;2.0;48.18;17.413;0.772;14.236;1.334;198.612;0.126;12.0;122.0;150063.0;25.12258333333334;26.25210608424337
50.0;10.0;8.0;2012.0;3.0;35.387;13.882;0.825;14.483;1.339;168.399;0.179;12.0;54.0;150063.0;19.05491666666666;19.14098360655738
51.0;10.0;8.0;2012.0;4.0;42.205;6.901;0.873;14.166;1.068;204.907;0.223;12.0;26.0;150063.0;20.52641666666667;23.20250391236307
52.0;10.0;8.0;2012.0;5.0;31.867;7.985;0.728;14.538;1.319;170.42;0.055;12.0;9.0;150063.0;16.669916666666666;15.89747899159664
53.0;10.0;8.0;2012.0;6.0;22.535;11.758;0.578;14.629;1.516;148.273;0.086;12.0;13.0;150063.0;6.932083333333332;11.6983842010772
54.0;10.0;8.0;2012.0;7.0;25.203;9.876;0.62;13.686;1.328;167.429;0.082;12.0;7.0;150063.0;13.884500000000003;13.53986486486487
55.0;10.0;8.0;2012.0;8.0;32.981;12.92;0.782;14.262;1.35;184.486;0.058;12.0;5.0;150063.0;16.713583333333336;
56.0;10.0;8.0;2012.0;9.0;33.623;17.019;0.778;13.634;1.254;160.368;0.068;12.0;2.0;150063.0;17.61408333333333;18.46441102756892
57.0;10.0;8.0;2012.0;10.0;38.689;14.358;0.832;14.694;1.242;193.76;0.222;12.0;4.0;150063.0;18.285249999999998;23.31487839771102
58.0;10.0;8.0;2012.0;11.0;51.413;11.624;1.018;14.563;1.261;202.697;0.059;12.0;1.0;150063.0;24.154499999999995;24.75261261261261
59.0;10.0;8.0;2012.0;12.0;40.27;12.85;0.997;14.405;1.456;186.728;0.111;12.0;6.0;150063.0;18.920333333333332;19.70553797468354
60.0;10.0;8.0;2013.0;1.0;48.48;14.185;0.889;14.543;1.416;182.83;0.011;12.0;75.0;145433.0;21.808333333333337;23.81451378809869
61.0;10.0;8.0;2013.0;2.0;42.354;13.107;0.74;14.75;1.274;179.101;0.126;12.0;112.0;145433.0;22.801916666666667;23.43908396946565
62.0;10.0;8.0;2013.0;3.0;42.914;14.87;0.547;15.237;1.393;176.453;0.12;12.0;15.0;145433.0;21.070416666666667;21.91012658227848
63.0;10.0;8.0;2013.0;4.0;38.446;15.239;0.773;15.137;1.239;187.461;0.178;12.0;19.0;145433.0;22.831916666666668;23.73080229226361
64.0;10.0;8.0;2013.0;5.0;35.399;12.723;0.81;14.912;1.237;199.682;0.228;12.0;22.0;145433.0;18.109833333333334;17.53562822719449
65.0;10.0;8.0;2013.0;6.0;34.225;8.532;0.789;14.557;1.329;182.674;0.068;12.0;11.0;145433.0;18.071749999999998;
66.0;10.0;8.0;2013.0;7.0;33.535;9.66;0.775;14.366;1.348;186.308;0.059;12.0;8.0;145433.0;18.2365;
67.0;10.0;8.0;2013.0;8.0;25.406;13.684;0.624;14.703;1.552;195.03;0.055;12.0;11.0;145433.0;13.872000000000002;13.3120527306968
68.0;10.0;8.0;2013.0;9.0;9.8;26.7;0.3;12.6;0.9;126.0;0.0;12.0;3.0;145433.0;3.2250833333333326;1.8
69.0;10.0;8.0;2013.0;10.0;32.638;10.923;0.839;13.964;1.308;216.324;0.106;12.0;4.0;145433.0;16.49908333333333;16.49814502529511
70.0;10.0;8.0;2013.0;11.0;31.329;10.778;0.71;14.263;1.222;232.564;0.172;12.0;5.0;145433.0;17.49475;18.3628125
71.0;10.0;8.0;2013.0;12.0;27.896;8.589;0.541;14.119;1.398;209.487;0.122;12.0;7.46;145433.0;15.091166666666668;15.24169435215947
72.0;10.0;8.0;2014.0;1.0;32.782;11.791;0.883;14.471;1.293;223.111;0.074;12.0;96.0;141514.0;17.907416666666663;18.13991537376587
73.0;10.0;8.0;2014.0;2.0;47.643;9.951;1.8;14.652;1.298;233.454;0.204;12.0;66.0;141514.0;26.652833333333334;29.51157894736842
74.0;10.0;8.0;2014.0;3.0;48.349;14.988;0.908;15.053;1.405;215.525;0.235;12.0;34.0;141514.0;26.431083333333333;31.56522366522367
75.0;10.0;8.0;2014.0;4.0;36.435;11.614;0.781;14.927;1.362;191.317;0.14;12.0;18.0;141514.0;20.526916666666665;20.94346456692913
76.0;10.0;8.0;2014.0;5.0;49.874;9.064;1.356;14.993;1.321;212.262;0.158;12.0;7.0;141514.0;23.83525;23.22704678362573
77.0;10.0;8.0;2014.0;6.0;37.071;7.23;0.786;14.797;1.56;162.672;0.051;12.0;8.0;141514.0;15.750500000000002;14.27114695340502
78.0;10.0;8.0;2014.0;7.0;31.164;10.926;0.69;14.615;1.7;152.966;0.037;12.0;10.0;141514.0;12.362;10.18189134808853
79.0;10.0;8.0;2014.0;8.0;32.701;11.714;0.828;13.983;1.463;195.69;0.015;12.0;6.0;141514.0;16.746749999999995;14.08832271762208
80.0;10.0;8.0;2014.0;9.0;26.055;12.996;0.663;13.967;1.405;180.258;0.052;12.0;12.0;141514.0;13.671750000000001;10.73098591549296
81.0;10.0;8.0;2014.0;10.0;44.027;9.292;0.949;14.26;1.162;236.205;0.21;12.0;30.0;141514.0;22.88491666666667;22.96740088105727
82.0;10.0;8.0;2014.0;11.0;44.588;9.248;0.941;14.692;1.284;217.921;0.204;12.0;8.0;141514.0;22.667333333333332;24.60308166409861
83.0;10.0;8.0;2014.0;12.0;45.874;10.1;1.167;14.275;1.253;196.287;0.2;12.0;8.0;141514.0;21.141000000000002;26.29004893964111
84.0;10.0;8.0;2015.0;1.0;34.552;13.724;0.726;14.027;1.482;194.273;0.106;12.0;161.0;138250.0;18.67591666666667;19.61034482758621
85.0;10.0;8.0;2015.0;2.0;44.104;13.276;0.59;14.933;1.458;200.928;0.117;12.0;46.0;138250.0;23.28425;25.69316375198728
86.0;10.0;8.0;2015.0;3.0;44.19;15.978;0.786;15.2;1.4;204.414;0.186;12.0;22.0;138250.0;23.66241666666667;27.65157750342935
87.0;10.0;8.0;2015.0;4.0;26.146;12.485;0.635;15.232;1.447;179.905;0.051;12.0;20.0;138250.0;17.032333333333334;16.70200668896321
88.0;10.0;8.0;2015.0;5.0;29.136;13.759;0.56;15.564;1.604;173.566;0.019;12.0;11.0;138250.0;14.10825;15.86839694656488
89.0;10.0;8.0;2015.0;6.0;16.519;10.549;0.454;14.919;1.569;160.976;0.069;12.0;3.0;138250.0;8.738416666666668;9.511645101663586
90.0;10.0;8.0;2015.0;7.0;19.125;10.23;0.521;14.878;1.601;165.054;0.05;12.0;11.0;138250.0;9.794833333333331;10.3473841554559
91.0;10.0;8.0;2015.0;8.0;18.848;13.733;0.523;15.07;1.54;166.683;0.032;12.0;8.0;138250.0;10.65158333333333;11.68856304985337
92.0;10.0;8.0;2015.0;9.0;25.15;16.266;0.584;15.095;1.366;163.814;0.034;12.0;6.0;138250.0;12.485916666666666;14.17904191616767
93.0;10.0;8.0;2015.0;10.0;36.993;12.926;0.835;15.172;1.244;203.849;0.071;12.0;6.0;138250.0;18.69083333333333;20.39694444444444
94.0;10.0;8.0;2015.0;11.0;34.213;10.291;0.947;15.506;1.224;210.926;0.141;12.0;7.0;138250.0;19.615333333333332;20.24822695035461
95.0;10.0;8.0;2015.0;12.0;23.915;12.358;0.971;14.695;1.507;159.473;0.004;12.0;6.0;138250.0;12.14575;14.62076271186441
96.0;10.0;8.0;2016.0;1.0;58.711;19.035;0.884;15.814;1.365;179.129;0.004;12.0;47.0;135739.0;32.89741666666666;34.76335664335664
97.0;10.0;8.0;2016.0;2.0;41.895;15.279;0.562;16.302;1.333;167.739;0.01;12.0;59.0;135739.0;21.495083333333337;24.23187311178248
98.0;10.0;8.0;2016.0;3.0;51.972;17.962;0.728;16.5;1.231;208.275;0.079;12.0;27.0;135739.0;29.214333333333332;32.98980169971671
99.0;10.0;8.0;2016.0;4.0;32.085;6.198;0.847;15.73;1.029;213.634;0.165;12.0;130.0;135739.0;19.263500000000004;21.71
100.0;10.0;8.0;2016.0;5.0;25.209;6.485;0.753;15.589;1.25;188.243;0.072;12.0;11.0;135739.0;12.558750000000002;12.78882265275708
101.0;10.0;8.0;2016.0;6.0;19.08;8.843;0.649;14.811;1.348;179.361;0.022;12.0;15.0;135739.0;9.049416666666666;9.179740680713127
102.0;10.0;8.0;2016.0;7.0;17.177;13.16;0.749;14.917;1.402;201.245;0.053;12.0;6.0;135739.0;8.4615;8.559146341463414
103.0;10.0;8.0;2016.0;8.0;20.654;16.019;1.083;14.831;1.319;153.252;0.048;12.0;6.0;135739.0;10.324416666666666;10.15226939970717
104.0;10.0;8.0;2016.0;9.0;29.758;12.862;0.652;14.691;1.158;190.762;0.129;12.0;7.0;135739.0;13.4835;14.36467958271237
105.0;10.0;8.0;2016.0;10.0;39.049;13.632;0.779;15.111;1.062;224.764;0.092;12.0;3.0;135739.0;20.491166666666665;20.61683029453015
106.0;10.0;8.0;2016.0;11.0;42.667;8.988;0.963;14.917;1.058;171.933;0.105;12.0;3.0;135739.0;22.272500000000004;23.73352685050798
107.0;10.0;8.0;2016.0;12.0;43.332;9.37;0.808;14.534;1.054;122.149;0.049;12.0;15.0;135739.0;23.85891666666667;24.18934306569343
108.0;10.0;8.0;2017.0;1.0;34.352;9.611;0.521;14.592;1.281;170.486;0.131;12.0;18.0;133890.0;18.711916666666664;19.20777626193724
109.0;10.0;8.0;2017.0;2.0;41.304;14.306;0.786;14.966;1.439;202.018;0.159;12.0;17.0;133890.0;22.474833333333333;23.68904382470119
110.0;10.0;8.0;2017.0;3.0;30.316;7.713;0.675;14.226;1.106;142.773;0.25;12.0;26.0;133890.0;12.3735;8.218439716312057
111.0;10.0;8.0;2017.0;4.0;31.341;11.76;0.695;14.903;1.2;183.266;0.14;12.0;12.0;133890.0;16.09375;
112.0;10.0;8.0;2017.0;5.0;33.451;8.825;0.85;14.929;1.171;181.612;0.159;12.0;9.0;133890.0;16.564833333333336;
113.0;10.0;8.0;2017.0;6.0;25.186;9.179;0.67;14.824;1.239;181.474;0.078;12.0;24.0;133890.0;11.888333333333335;
114.0;10.0;8.0;2017.0;7.0;19.805;11.963;0.457;14.762;1.296;193.366;0.028;12.0;15.0;133890.0;9.824499999999999;7.498569157392687
115.0;10.0;8.0;2017.0;8.0;25.883;13.432;0.524;14.915;1.187;179.935;0.077;12.0;7.0;133890.0;13.192833333333333;10.67460087082729
116.0;10.0;8.0;2017.0;9.0;30.269;13.587;0.544;15.107;1.17;187.066;0.075;12.0;130.0;133890.0;13.179749999999999;13.1530701754386
117.0;10.0;8.0;2017.0;10.0;28.943;12.675;0.674;14.753;1.159;190.567;0.129;12.0;6.0;133890.0;13.495666666666667;13.09859747545582
118.0;10.0;8.0;2017.0;11.0;40.675;10.243;0.968;14.533;0.961;222.967;0.282;12.0;67.0;133890.0;20.094416666666664;19.0590844062947
119.0;10.0;8.0;2017.0;12.0;36.038;11.544;0.758;14.564;1.21;120.918;0.159;12.0;7.0;133890.0;18.61641666666667;18.22129496402878
120.0;10.0;8.0;2018.0;1.0;30.389;10.088;0.676;14.098;1.099;144.689;0.066;12.0;64.0;133126.0;13.397999999999998;15.81673699015471
121.0;10.0;8.0;2018.0;2.0;41.305;13.329;0.716;15.111;1.32;199.454;0.081;12.0;124.0;133126.0;22.978083333333334;22.85635276532138
122.0;10.0;8.0;2018.0;3.0;36.111;13.306;0.621;14.831;1.119;148.983;0.14;12.0;12.0;133126.0;19.806250000000006;20.88233657858136
123.0;10.0;8.0;2018.0;4.0;32.03;9.469;0.702;14.172;0.945;138.054;0.246;12.0;12.0;133126.0;16.704416666666667;16.98781954887218
124.0;10.0;8.0;2018.0;5.0;26.225;9.613;0.549;14.611;0.943;182.354;0.232;12.0;34.0;133126.0;13.589083333333335;13.55018518518519
125.0;10.0;8.0;2018.0;6.0;14.123;12.413;0.343;14.415;1.336;210.797;0.036;12.0;9.0;133126.0;7.137333333333333;7.20461215932914
126.0;10.0;8.0;2018.0;7.0;15.463;12.451;0.421;14.572;1.369;182.526;0.045;12.0;10.0;133126.0;7.382833333333333;7.55806916426513
127.0;10.0;8.0;2018.0;8.0;15.092;14.077;0.513;14.25;1.262;174.021;0.056;12.0;6.0;133126.0;7.5296666666666665;7.443304843304843
128.0;10.0;8.0;2018.0;9.0;28.307;13.145;0.91;14.837;1.158;176.52;0.056;12.0;5.0;133126.0;13.437416666666666;13.65080763582966
129.0;10.0;8.0;2018.0;10.0;32.749;9.791;1.079;14.99;1.243;216.608;0.067;12.0;6.0;133126.0;15.783499999999998;15.60044052863436
130.0;10.0;8.0;2018.0;11.0;35.671;10.518;1.802;14.932;1.139;204.447;0.263;12.0;4.0;133126.0;15.62191666666667;13.78623718887262
131.0;10.0;8.0;2018.0;12.0;31.541;12.801;1.436;13.998;1.255;181.656;0.008;12.0;4.0;133126.0;13.073416666666665;11.28757225433526
132.0;10.0;8.0;2019.0;1.0;29.807;14.299;0.784;14.438;1.262;173.675;0.018;12.0;7.0;138316.0;15.306083333333333;15.39381153305204
133.0;10.0;8.0;2019.0;2.0;46.687;15.833;0.903;15.444;1.132;154.114;0.052;12.0;11.0;138316.0;25.854416666666665;25.77245508982036
134.0;10.0;8.0;2019.0;3.0;45.677;16.224;1.015;15.425;1.122;167.484;0.165;12.0;9.0;138316.0;26.649416666666667;28.56562922868742
135.0;10.0;8.0;2019.0;4.0;32.981;14.783;0.919;15.577;1.291;159.327;0.233;12.0;7.0;138316.0;18.218750000000004;19.14509246088193
136.0;10.0;8.0;2019.0;5.0;25.671;9.085;0.985;15.137;1.17;178.75;0.165;12.0;7.0;138316.0;15.321166666666668;12.98890429958391
137.0;10.0;8.0;2019.0;6.0;14.34;9.453;0.766;14.951;1.286;166.528;0.077;12.0;6.0;138316.0;7.444458333333334;6.81763826606876
138.0;10.0;8.0;2019.0;7.0;16.802;12.787;0.586;14.902;1.368;189.15;0.037;12.0;22.0;138316.0;7.710333333333331;6.894957983193278
139.0;10.0;8.0;2019.0;8.0;18.393;16.582;0.504;14.338;1.477;191.381;0.047;12.0;20.0;138316.0;9.292583333333331;10.04775280898876
140.0;10.0;8.0;2019.0;9.0;24.576;15.344;0.915;15.011;1.227;194.143;0.107;12.0;13.0;138316.0;11.394166666666665;12.13566433566434
141.0;10.0;8.0;2019.0;10.0;27.647;11.905;1.101;14.456;1.159;191.557;0.145;12.0;15.0;138316.0;13.362750000000004;13.54883081155433
142.0;10.0;8.0;2019.0;11.0;27.22;13.118;1.001;15.145;1.307;211.371;0.227;12.0;136.0;138316.0;15.735166666666666;14.20520231213873
143.0;10.0;8.0;2019.0;12.0;18.96;12.215;1.144;15.048;1.335;194.837;0.091;12.0;43.0;138316.0;13.54241666666667;13.32347949080622
144.0;10.0;8.0;2020.0;1.0;21.526;17.246;0.796;14.977;1.516;215.146;0.047;12.0;14.0;143265.0;13.845333333333334;13.61761442441054
145.0;10.0;8.0;2020.0;2.0;31.679;18.158;0.884;15.02;1.339;198.213;0.145;12.0;11.0;143265.0;18.220583333333334;19.66918429003021
146.0;10.0;8.0;2020.0;3.0;41.736;30.965;0.923;15.609;1.384;233.874;0.185;12.0;7.0;143265.0;25.693;32.56918687589158
147.0;10.0;8.0;2020.0;4.0;18.641;26.687;0.398;15.634;1.251;204.368;0.077;12.0;6.0;143265.0;14.350833333333334;13.5965034965035
148.0;10.0;8.0;2020.0;5.0;11.19;15.222;0.316;15.433;1.245;166.208;0.079;12.0;3.0;143265.0;6.887375000000001;6.088252148997135
149.0;10.0;8.0;2020.0;6.0;16.922;12.357;0.343;15.036;1.261;162.209;0.129;12.0;6.0;143265.0;7.674791666666668;7.51866464339909
150.0;10.0;8.0;2020.0;7.0;12.619;11.878;0.35;14.71;1.196;186.58;0.125;12.0;3.0;143265.0;6.4210416666666665;5.951243093922652
151.0;10.0;8.0;2020.0;8.0;15.394;15.449;0.385;15.009;1.216;207.405;0.065;12.0;15.0;143265.0;7.5906666666666665;8.289085948158252
152.0;10.0;8.0;2020.0;9.0;17.835;12.664;0.483;14.595;1.153;199.38;0.134;12.0;6.0;143265.0;9.253625;10.29210903873745
153.0;10.0;8.0;2020.0;10.0;19.456;15.15;0.434;14.864;1.167;216.468;0.056;12.0;11.0;143265.0;10.2535;10.32030386740331
154.0;10.0;8.0;2020.0;11.0;26.702;10.736;0.663;14.667;1.083;221.422;0.329;12.0;68.0;143265.0;16.052750000000003;17.52454417952314
155.0;10.0;8.0;2020.0;12.0;26.204;11.78;0.614;14.662;1.129;218.223;0.103;12.0;46.0;143265.0;13.547000000000002;14.37602739726027
156.0;10.0;8.0;2021.0;1.0;26.872;13.764;0.434;14.373;1.198;215.261;0.032;12.0;17.81;146876.0;15.223666666666666;13.51588397790055
157.0;10.0;8.0;2021.0;2.0;25.955;12.778;0.481;15.105;1.267;217.643;0.074;12.0;15.89;146876.0;15.171916666666668;14.63270440251572
158.0;10.0;8.0;2021.0;3.0;27.452;12.421;0.613;14.378;1.126;208.312;0.172;12.0;16.08;146876.0;14.558833333333334;16.13541033434651
159.0;10.0;8.0;2021.0;4.0;18.861;12.428;0.455;15.317;1.087;196.903;0.124;12.0;8.96;146876.0;11.574833333333336;10.26399437412096
160.0;11.0;9.0;2008.0;1.0;45.311;11.316;1.096;13.923;0.906;179.961;0.079;2.0;109.0;135889.0;23.797166666666666;
161.0;11.0;9.0;2008.0;2.0;45.257;10.827;1.156;13.922;0.929;169.3;0.108;2.0;6.0;135889.0;24.466916666666663;
162.0;11.0;9.0;2008.0;3.0;46.54;10.141;1.27;13.839;0.893;173.152;0.143;2.0;20.0;135889.0;25.425583333333332;
163.0;11.0;9.0;2008.0;4.0;41.362;7.538;1.146;13.815;0.893;172.162;0.152;2.0;23.0;135889.0;26.189749999999993;
164.0;11.0;9.0;2008.0;5.0;40.638;6.901;1.164;13.758;0.874;171.53;0.085;2.0;11.0;135889.0;18.067583333333335;
165.0;11.0;9.0;2008.0;6.0;38.55;7.134;1.169;13.759;0.902;157.772;0.057;2.0;5.0;135889.0;16.46441666666667;
166.0;11.0;9.0;2008.0;7.0;39.273;6.922;1.174;13.706;0.914;167.244;0.075;2.0;14.0;135889.0;17.573750000000004;
167.0;11.0;9.0;2008.0;8.0;37.023;8.537;1.119;13.816;0.917;158.125;0.047;2.0;6.0;135889.0;17.14016666666667;
168.0;11.0;9.0;2008.0;9.0;40.086;8.883;1.188;13.793;0.905;160.011;0.052;2.0;2.0;135889.0;16.072000000000003;
169.0;11.0;9.0;2008.0;10.0;42.607;9.015;1.21;13.715;0.818;171.94;0.11;2.0;2.0;135889.0;18.3565;
170.0;11.0;9.0;2008.0;11.0;43.706;8.754;1.255;13.712;0.807;172.63;0.125;2.0;3.0;135889.0;19.300583333333336;
171.0;11.0;9.0;2008.0;12.0;43.039;8.739;1.269;13.748;0.813;167.466;0.137;2.0;1.0;135889.0;19.047166666666666;
172.0;11.0;9.0;2009.0;1.0;46.064;11.281;1.129;13.865;0.921;175.604;0.092;2.0;14.0;139559.0;19.8085;
173.0;11.0;9.0;2009.0;2.0;46.192;11.062;1.149;13.894;0.917;175.792;0.104;2.0;13.0;139559.0;19.544916666666666;
174.0;11.0;9.0;2009.0;3.0;45.27;10.842;1.154;13.926;0.924;173.075;0.1;2.0;7.0;139559.0;19.18675;
175.0;11.0;9.0;2009.0;4.0;40.447;8.981;1.124;13.892;0.929;179.225;0.13;2.0;73.0;139559.0;19.69558333333333;
176.0;11.0;9.0;2009.0;5.0;40.231;7.274;1.174;13.769;0.929;173.772;0.15;2.0;31.0;139559.0;18.01641666666667;
177.0;11.0;9.0;2009.0;6.0;39.551;7.426;1.145;13.738;0.951;167.56;0.085;2.0;19.0;139559.0;17.668583333333334;
178.0;11.0;9.0;2009.0;7.0;36.797;8.066;1.114;13.79;0.963;158.178;0.042;2.0;5.0;139559.0;16.599;
179.0;11.0;9.0;2009.0;8.0;38.288;9.063;1.139;13.777;0.957;159.206;0.05;2.0;4.0;139559.0;17.036833333333334;
180.0;11.0;9.0;2009.0;9.0;39.246;9.464;1.163;13.786;0.934;159.793;0.052;2.0;3.0;139559.0;17.158833333333334;
181.0;11.0;9.0;2009.0;10.0;40.932;9.389;1.205;13.718;0.871;171.65;0.112;2.0;4.0;139559.0;17.54825;
182.0;11.0;9.0;2009.0;11.0;42.121;9.192;1.259;13.721;0.846;171.865;0.139;2.0;4.0;139559.0;19.418000000000003;
