Unnamed: 0;y;x;year;month;pm10;o3;co;t2;ws;wd;rn;Codigo localidad;MuertesxPM25;Poblacion;XG;pm25
0.0;10.0;8.0;2008.0;1.0;48.396;17.07;1.013;14.362;0.897;222.503;0.126;12.0;168.0;178732.0;18.630013;
1.0;10.0;8.0;2008.0;2.0;51.873;15.481;1.059;14.574;0.872;225.42;0.193;12.0;12.0;178732.0;20.04617;
2.0;10.0;8.0;2008.0;3.0;50.366;15.248;1.041;14.572;0.883;224.52;0.178;12.0;25.0;178732.0;21.168566;
3.0;10.0;8.0;2008.0;4.0;44.178;11.786;0.997;14.579;0.868;225.633;0.176;12.0;35.0;178732.0;17.724007;
4.0;10.0;8.0;2008.0;5.0;42.909;8.789;1.01;14.64;0.864;227.436;0.188;12.0;20.0;178732.0;16.493977;
5.0;10.0;8.0;2008.0;6.0;42.609;8.908;1.013;14.428;0.846;222.266;0.121;12.0;7.0;178732.0;16.661818;
6.0;10.0;8.0;2008.0;7.0;42.389;9.246;1.005;14.235;0.829;224.446;0.122;12.0;10.0;178732.0;16.594465;
7.0;10.0;8.0;2008.0;8.0;41.655;11.82;0.899;14.19;0.815;216.802;0.096;12.0;13.0;178732.0;15.849155;
8.0;10.0;8.0;2008.0;9.0;41.721;12.24;0.767;14.323;0.828;215.839;0.023;12.0;5.0;178732.0;15.630375;15.46781115879828
9.0;10.0;8.0;2008.0;10.0;31.215;12.813;0.633;14.567;0.3;159.4;0.033;12.0;8.0;178732.0;10.716684;10.07333333333333
10.0;10.0;8.0;2008.0;11.0;51.589;11.807;1.172;14.099;0.852;225.502;0.163;12.0;3.0;178732.0;20.443209;
11.0;10.0;8.0;2008.0;12.0;51.21;11.858;1.18;14.101;0.861;222.907;0.172;12.0;8.0;178732.0;20.722008;
12.0;10.0;8.0;2009.0;1.0;49.015;16.684;1.062;14.405;1.503;223.636;0.144;12.0;19.0;169541.0;21.127924;
13.0;10.0;8.0;2009.0;2.0;50.963;17.17;0.998;14.526;1.541;227.552;0.261;12.0;16.0;169541.0;17.030247;15.21915887850467
14.0;10.0;8.0;2009.0;3.0;50.861;12.689;1.087;14.428;1.499;226.017;0.209;12.0;10.0;169541.0;20.749382;20.3
15.0;10.0;8.0;2009.0;4.0;42.662;11.274;0.875;15.049;1.674;212.597;0.12;12.0;118.0;169541.0;16.450827;15.75342205323194
16.0;10.0;8.0;2009.0;5.0;42.853;10.268;0.894;14.466;1.493;204.484;0.034;12.0;44.0;169541.0;19.409693;14.97940298507463
17.0;10.0;8.0;2009.0;6.0;29.189;7.866;0.554;14.276;1.59;196.595;0.044;12.0;24.0;169541.0;11.864827;11.745
18.0;10.0;8.0;2009.0;7.0;22.243;9.504;0.826;14.062;1.719;160.388;0.05;12.0;10.0;169541.0;11.430831;13.25792682926829
19.0;10.0;8.0;2009.0;8.0;27.914;12.168;0.834;14.51;1.646;187.062;0.054;12.0;8.0;169541.0;14.417304;15.58991150442478
20.0;10.0;8.0;2009.0;9.0;27.84;18.007;0.552;14.515;1.827;171.752;0.018;12.0;4.0;169541.0;14.14426;15.07716666666667
21.0;10.0;8.0;2009.0;10.0;46.224;14.655;1.033;14.154;1.454;219.719;0.205;12.0;7.0;169541.0;22.609726;24.1687134502924
22.0;10.0;8.0;2009.0;11.0;41.261;14.718;1.09;14.565;1.462;221.813;0.07;12.0;3.0;169541.0;21.157316;22.05292353823088
23.0;10.0;8.0;2009.0;12.0;44.027;13.31;1.256;13.88;1.444;215.202;0.101;12.0;2.0;169541.0;21.86923;24.27765793528506
24.0;10.0;8.0;2010.0;1.0;48.63;19.736;1.032;14.237;1.611;212.526;0.027;12.0;35.0;161921.0;24.069689;26.09656160458453
25.0;10.0;8.0;2010.0;2.0;50.822;20.157;1.114;15.617;1.744;198.895;0.048;12.0;32.0;161921.0;28.342808;30.13070607553366
26.0;10.0;8.0;2010.0;3.0;50.319;17.009;1.144;15.398;1.614;211.518;0.03;12.0;129.0;161921.0;28.284662;29.0979381443299
27.0;10.0;8.0;2010.0;4.0;48.143;11.33;1.256;15.299;1.339;228.941;0.266;12.0;9.0;161921.0;25.227333;25.47726495726496
28.0;10.0;8.0;2010.0;5.0;38.981;8.992;1.013;15.361;1.442;223.881;0.301;12.0;6.0;161921.0;19.617298;19.98041401273885
29.0;10.0;8.0;2010.0;6.0;39.781;8.534;0.93;14.447;1.384;223.44;0.077;12.0;12.0;161921.0;18.745037;18.23542039355993
30.0;10.0;8.0;2010.0;7.0;43.176;7.311;0.98;14.062;1.316;234.478;0.245;12.0;18.0;161921.0;22.927473;20.36757188498403
31.0;10.0;8.0;2010.0;8.0;47.359;11.667;0.961;13.988;1.402;231.324;0.065;12.0;10.0;161921.0;24.603233;24.54257748776509
32.0;10.0;8.0;2010.0;9.0;55.737;11.433;1.135;13.8;1.311;249.407;0.087;12.0;10.0;161921.0;28.51612;29.42625250501002
33.0;10.0;8.0;2010.0;10.0;42.507;13.192;0.989;14.388;1.355;224.851;0.233;12.0;7.0;161921.0;22.035103;23.71119081779053
34.0;10.0;8.0;2010.0;11.0;50.049;10.054;1.537;14.31;1.206;238.961;0.242;12.0;2.0;161921.0;26.267681;27.11144578313253
35.0;10.0;8.0;2010.0;12.0;53.983;12.088;0.951;13.752;1.226;235.72;0.162;12.0;9.0;161921.0;27.060226;27.24882154882155
36.0;10.0;8.0;2011.0;1.0;50.269;21.248;0.926;13.927;1.454;232.695;0.123;12.0;85.0;155514.0;24.607744;24.64150943396226
37.0;10.0;8.0;2011.0;2.0;44.731;19.195;0.932;14.368;1.516;229.561;0.155;12.0;82.0;155514.0;24.358051;24.63168316831683
38.0;10.0;8.0;2011.0;3.0;36.388;11.473;0.754;14.257;1.527;255.302;0.131;12.0;29.0;155514.0;21.632647;22.80275862068966
39.0;10.0;8.0;2011.0;4.0;42.223;9.739;0.862;14.873;1.433;219.975;0.226;12.0;20.0;155514.0;22.394394;24.08087248322148
40.0;10.0;8.0;2011.0;5.0;36.802;6.234;0.936;14.955;1.168;237.315;0.214;12.0;20.0;155514.0;19.043608;19.63704318936877
41.0;10.0;8.0;2011.0;6.0;31.94;9.167;1.039;14.694;1.172;194.748;0.096;12.0;13.0;155514.0;16.252188;16.41853360488798
42.0;10.0;8.0;2011.0;7.0;35.475;9.764;0.847;14.405;1.366;191.77;0.062;12.0;18.0;155514.0;17.189487;16.97606837606838
43.0;10.0;8.0;2011.0;8.0;39.158;14.713;0.592;14.297;1.238;218.158;0.036;12.0;12.0;155514.0;19.00646;19.24799235181645
44.0;10.0;8.0;2011.0;9.0;36.233;12.734;1.135;13.605;1.176;209.715;0.074;12.0;8.0;155514.0;19.78103;20.22831215970962
45.0;10.0;8.0;2011.0;10.0;39.701;9.19;1.176;13.915;1.051;238.556;0.286;12.0;8.0;155514.0;20.885843;21.13448275862069
46.0;10.0;8.0;2011.0;11.0;50.676;7.86;1.036;14.228;1.046;228.082;0.389;12.0;11.0;155514.0;23.805017;26.82819722650231
47.0;10.0;8.0;2011.0;12.0;42.454;11.35;0.692;14.353;1.11;186.003;0.266;12.0;3.0;155514.0;20.01398;22.64253393665158
48.0;10.0;8.0;2012.0;1.0;41.366;16.309;0.508;14.416;1.25;193.257;0.2;12.0;26.0;150063.0;21.32612;22.52966507177034
49.0;10.0;8.0;2012.0;2.0;48.18;17.413;0.772;14.236;1.334;198.612;0.126;12.0;122.0;150063.0;25.362503;26.25210608424337
50.0;10.0;8.0;2012.0;3.0;35.387;13.882;0.825;14.483;1.339;168.399;0.179;12.0;54.0;150063.0;19.409786;19.14098360655738
51.0;10.0;8.0;2012.0;4.0;42.205;6.901;0.873;14.166;1.068;204.907;0.223;12.0;26.0;150063.0;22.429176;23.20250391236307
52.0;10.0;8.0;2012.0;5.0;31.867;7.985;0.728;14.538;1.319;170.42;0.055;12.0;9.0;150063.0;15.854016;15.89747899159664
53.0;10.0;8.0;2012.0;6.0;22.535;11.758;0.578;14.629;1.516;148.273;0.086;12.0;13.0;150063.0;8.67617;11.6983842010772
54.0;10.0;8.0;2012.0;7.0;25.203;9.876;0.62;13.686;1.328;167.429;0.082;12.0;7.0;150063.0;11.749204;13.53986486486487
55.0;10.0;8.0;2012.0;8.0;34.178;12.808;0.778;14.2;1.32;183.941;0.057;12.0;5.0;150063.0;17.570477;
56.0;10.0;8.0;2012.0;9.0;33.623;17.019;0.778;13.634;1.254;160.368;0.068;12.0;2.0;150063.0;17.735945;18.46441102756892
57.0;10.0;8.0;2012.0;10.0;38.689;14.358;0.832;14.694;1.242;193.76;0.222;12.0;4.0;150063.0;19.2016;23.31487839771102
58.0;10.0;8.0;2012.0;11.0;51.413;11.624;1.018;14.563;1.261;202.697;0.059;12.0;1.0;150063.0;24.938301;24.75261261261261
59.0;10.0;8.0;2012.0;12.0;40.27;12.85;0.997;14.405;1.456;186.728;0.111;12.0;6.0;150063.0;19.940111;19.70553797468354
60.0;10.0;8.0;2013.0;1.0;48.48;14.185;0.889;14.543;1.416;182.83;0.011;12.0;75.0;145433.0;23.718628;23.81451378809869
61.0;10.0;8.0;2013.0;2.0;42.354;13.107;0.74;14.75;1.274;179.101;0.126;12.0;112.0;145433.0;23.153282;23.43908396946565
62.0;10.0;8.0;2013.0;3.0;42.914;14.87;0.547;15.237;1.393;176.453;0.12;12.0;15.0;145433.0;22.503542;21.91012658227848
63.0;10.0;8.0;2013.0;4.0;38.446;15.239;0.773;15.137;1.239;187.461;0.178;12.0;19.0;145433.0;22.56336;23.73080229226361
64.0;10.0;8.0;2013.0;5.0;35.399;12.723;0.81;14.912;1.237;199.682;0.228;12.0;22.0;145433.0;18.088034;17.53562822719449
65.0;10.0;8.0;2013.0;6.0;35.229;8.986;0.831;14.504;1.318;180.273;0.072;12.0;11.0;145433.0;17.345924;
66.0;10.0;8.0;2013.0;7.0;34.91;9.984;0.807;14.301;1.344;179.346;0.06;12.0;8.0;145433.0;17.130148;
67.0;10.0;8.0;2013.0;8.0;25.406;13.684;0.624;14.703;1.552;195.03;0.055;12.0;11.0;145433.0;13.274159;13.3120527306968
68.0;10.0;8.0;2013.0;9.0;9.8;26.7;0.3;12.6;0.9;126.0;0.0;12.0;3.0;145433.0;2.536063;1.8
69.0;10.0;8.0;2013.0;10.0;32.638;10.923;0.839;13.964;1.308;216.324;0.106;12.0;4.0;145433.0;16.774574;16.49814502529511
70.0;10.0;8.0;2013.0;11.0;31.329;10.778;0.71;14.263;1.222;232.564;0.172;12.0;5.0;145433.0;17.683327;18.3628125
71.0;10.0;8.0;2013.0;12.0;27.896;8.589;0.541;14.119;1.398;209.487;0.122;12.0;10.96;145433.0;13.742227;15.24169435215947
72.0;10.0;8.0;2014.0;1.0;32.782;11.791;0.883;14.471;1.293;223.111;0.074;12.0;96.0;141514.0;18.172762;18.13991537376587
73.0;10.0;8.0;2014.0;2.0;47.643;9.951;1.8;14.652;1.298;233.454;0.204;12.0;66.0;141514.0;29.076735;29.51157894736842
74.0;10.0;8.0;2014.0;3.0;48.349;14.988;0.956;15.053;1.405;215.525;0.235;12.0;34.0;141514.0;29.821926;31.56522366522367
75.0;10.0;8.0;2014.0;4.0;36.435;11.614;0.811;14.927;1.362;191.317;0.14;12.0;18.0;141514.0;20.192312;20.94346456692913
76.0;10.0;8.0;2014.0;5.0;49.874;9.064;1.284;14.993;1.321;212.262;0.158;12.0;7.0;141514.0;25.340403;23.22704678362573
77.0;10.0;8.0;2014.0;6.0;37.071;7.23;0.866;14.797;1.56;162.672;0.051;12.0;8.0;141514.0;15.666499;14.27114695340502
78.0;10.0;8.0;2014.0;7.0;31.164;10.926;0.674;14.615;1.7;152.966;0.037;12.0;10.0;141514.0;11.539389;10.18189134808853
79.0;10.0;8.0;2014.0;8.0;27.75;11.714;0.715;13.983;1.463;195.69;0.015;12.0;6.0;141514.0;13.05274;14.08832271762208
80.0;10.0;8.0;2014.0;9.0;26.055;12.996;0.649;13.967;1.405;180.258;0.052;12.0;12.0;141514.0;12.998272;10.73098591549296
81.0;10.0;8.0;2014.0;10.0;44.027;9.292;0.949;14.26;1.162;236.205;0.21;12.0;30.0;141514.0;24.570946;22.96740088105727
82.0;10.0;8.0;2014.0;11.0;44.588;9.248;0.941;14.692;1.284;217.921;0.204;12.0;8.0;141514.0;24.235859;24.60308166409861
83.0;10.0;8.0;2014.0;12.0;45.874;10.1;1.167;14.275;1.253;196.287;0.2;12.0;8.0;141514.0;23.702847;26.29004893964111
84.0;10.0;8.0;2015.0;1.0;34.552;13.724;0.726;14.027;1.482;194.273;0.106;12.0;161.0;138250.0;19.31132;19.61034482758621
85.0;10.0;8.0;2015.0;2.0;44.104;13.276;0.59;14.933;1.458;200.928;0.117;12.0;46.0;138250.0;24.826212;25.69316375198728
86.0;10.0;8.0;2015.0;3.0;44.19;15.978;0.786;15.2;1.4;204.414;0.186;12.0;22.0;138250.0;27.670153;27.65157750342935
87.0;10.0;8.0;2015.0;4.0;26.146;12.485;0.635;15.232;1.447;179.905;0.051;12.0;20.0;138250.0;14.421616;16.70200668896321
88.0;10.0;8.0;2015.0;5.0;29.136;13.759;0.56;15.564;1.604;173.566;0.019;12.0;11.0;138250.0;15.141928;15.86839694656488
89.0;10.0;8.0;2015.0;6.0;16.519;10.549;0.454;14.919;1.569;160.976;0.069;12.0;3.0;138250.0;8.552542;9.511645101663586
90.0;10.0;8.0;2015.0;7.0;19.125;10.23;0.521;14.878;1.601;165.054;0.05;12.0;11.0;138250.0;10.324305;10.3473841554559
91.0;10.0;8.0;2015.0;8.0;18.848;13.733;0.523;15.07;1.54;166.683;0.032;12.0;8.0;138250.0;11.197808;11.68856304985337
92.0;10.0;8.0;2015.0;9.0;25.15;16.266;0.584;15.095;1.366;163.814;0.034;12.0;6.0;138250.0;13.642026;14.17904191616767
93.0;10.0;8.0;2015.0;10.0;36.993;12.926;0.835;15.172;1.244;203.849;0.071;12.0;6.0;138250.0;20.166052;20.39694444444444
94.0;10.0;8.0;2015.0;11.0;34.213;10.291;0.947;15.506;1.224;210.926;0.141;12.0;7.0;138250.0;19.989775;20.24822695035461
95.0;10.0;8.0;2015.0;12.0;23.915;12.358;0.971;14.695;1.507;159.473;0.004;12.0;6.0;138250.0;13.207489;14.62076271186441
96.0;10.0;8.0;2016.0;1.0;58.711;19.035;0.884;15.814;1.365;179.129;0.004;12.0;47.0;135739.0;33.41083;34.76335664335664
97.0;10.0;8.0;2016.0;2.0;41.895;15.279;0.562;16.302;1.333;167.739;0.01;12.0;59.0;135739.0;22.49084;24.23187311178248
98.0;10.0;8.0;2016.0;3.0;51.972;17.962;0.728;16.5;1.231;208.275;0.079;12.0;27.0;135739.0;30.72328;32.98980169971671
99.0;10.0;8.0;2016.0;4.0;32.085;6.198;0.847;15.73;1.029;213.634;0.165;12.0;130.0;135739.0;16.539913;21.71
100.0;10.0;8.0;2016.0;5.0;25.209;6.485;0.753;15.589;1.25;188.243;0.072;12.0;11.0;135739.0;12.851694;12.78882265275708
101.0;10.0;8.0;2016.0;6.0;19.08;8.843;0.649;14.811;1.348;179.361;0.022;12.0;15.0;135739.0;9.389696;9.179740680713127
102.0;10.0;8.0;2016.0;7.0;17.177;13.16;0.749;14.917;1.402;201.245;0.053;12.0;6.0;135739.0;8.483474;8.559146341463414
103.0;10.0;8.0;2016.0;8.0;20.654;16.019;1.083;14.831;1.319;153.252;0.048;12.0;6.0;135739.0;10.491424;10.15226939970717
104.0;10.0;8.0;2016.0;9.0;29.758;12.862;0.652;14.691;1.158;190.762;0.129;12.0;7.0;135739.0;14.362254;14.36467958271237
105.0;10.0;8.0;2016.0;10.0;39.049;13.632;0.779;15.111;1.062;224.764;0.092;12.0;3.0;135739.0;20.496069;20.61683029453015
106.0;10.0;8.0;2016.0;11.0;42.667;8.988;0.963;14.917;1.058;171.933;0.105;12.0;3.0;135739.0;23.348763;23.73352685050798
107.0;10.0;8.0;2016.0;12.0;43.332;9.37;0.808;14.534;1.054;122.149;0.049;12.0;15.0;135739.0;22.497658;24.18934306569343
108.0;10.0;8.0;2017.0;1.0;34.352;9.611;0.521;14.592;1.281;170.486;0.131;12.0;18.0;133890.0;18.315441;19.20777626193724
109.0;10.0;8.0;2017.0;2.0;41.304;14.306;0.786;14.966;1.439;202.018;0.159;12.0;17.0;133890.0;23.844807;23.68904382470119
110.0;10.0;8.0;2017.0;3.0;30.316;7.713;0.675;14.226;1.106;142.773;0.25;12.0;26.0;133890.0;10.09465;8.218439716312057
111.0;10.0;8.0;2017.0;4.0;33.861;11.841;0.789;14.871;1.2;179.607;0.154;12.0;12.0;133890.0;18.736883;
112.0;10.0;8.0;2017.0;5.0;33.731;9.151;0.892;14.949;1.18;176.282;0.154;12.0;9.0;133890.0;17.750471;
113.0;10.0;8.0;2017.0;6.0;25.634;8.778;0.675;14.845;1.22;179.899;0.072;12.0;24.0;133890.0;12.533224;
114.0;10.0;8.0;2017.0;7.0;19.805;11.825;0.457;14.762;1.296;193.366;0.028;12.0;15.0;133890.0;9.4276285;7.498569157392687
115.0;10.0;8.0;2017.0;8.0;25.883;13.434;0.524;14.915;1.187;179.935;0.077;12.0;7.0;133890.0;12.856334;10.67460087082729
116.0;10.0;8.0;2017.0;9.0;30.269;12.741;0.544;15.107;1.17;187.066;0.075;12.0;130.0;133890.0;13.478243;13.1530701754386
117.0;10.0;8.0;2017.0;10.0;28.943;12.451;0.674;14.753;1.159;190.567;0.129;12.0;6.0;133890.0;14.308055;13.09859747545582
118.0;10.0;8.0;2017.0;11.0;40.675;10.473;0.968;14.533;0.961;222.967;0.282;12.0;67.0;133890.0;19.426027;19.0590844062947
119.0;10.0;8.0;2017.0;12.0;36.038;11.109;0.758;14.564;1.21;120.918;0.159;12.0;7.0;133890.0;18.13848;18.22129496402878
120.0;10.0;8.0;2018.0;1.0;30.389;10.86;0.676;14.098;1.099;144.689;0.066;12.0;64.0;133126.0;14.9629345;15.81673699015471
121.0;10.0;8.0;2018.0;2.0;41.305;13.611;0.716;15.111;1.32;199.454;0.081;12.0;124.0;133126.0;22.961561;22.85635276532138
122.0;10.0;8.0;2018.0;3.0;36.111;13.881;0.621;14.831;1.119;148.983;0.14;12.0;12.0;133126.0;20.258413;20.88233657858136
123.0;10.0;8.0;2018.0;4.0;32.03;10.119;0.702;14.172;0.945;138.054;0.246;12.0;12.0;133126.0;16.343376;16.98781954887218
124.0;10.0;8.0;2018.0;5.0;26.225;9.873;0.549;14.611;0.943;182.354;0.232;12.0;34.0;133126.0;13.50967;13.55018518518519
125.0;10.0;8.0;2018.0;6.0;14.123;12.17;0.343;14.415;1.301;210.797;0.036;12.0;9.0;133126.0;6.967415;7.20461215932914
126.0;10.0;8.0;2018.0;7.0;15.463;11.978;0.421;14.572;1.369;182.526;0.045;12.0;10.0;133126.0;7.1617026;7.55806916426513
127.0;10.0;8.0;2018.0;8.0;15.092;14.605;0.513;14.25;1.262;174.021;0.056;12.0;6.0;133126.0;7.6686926;7.443304843304843
128.0;10.0;8.0;2018.0;9.0;28.307;12.407;0.91;14.837;1.158;176.52;0.056;12.0;5.0;133126.0;13.738117;13.65080763582966
129.0;10.0;8.0;2018.0;10.0;32.749;9.791;1.079;14.99;1.243;216.608;0.067;12.0;6.0;133126.0;16.993895;15.60044052863436
130.0;10.0;8.0;2018.0;11.0;35.671;10.518;1.802;14.932;1.139;204.447;0.263;12.0;4.0;133126.0;14.612129;13.78623718887262
131.0;10.0;8.0;2018.0;12.0;31.541;12.801;1.436;13.998;1.255;181.656;0.008;12.0;4.0;133126.0;15.790677;11.28757225433526
132.0;10.0;8.0;2019.0;1.0;29.807;14.299;0.784;14.438;1.262;173.675;0.018;12.0;7.0;138316.0;15.451447;15.39381153305204
133.0;10.0;8.0;2019.0;2.0;46.687;15.833;0.903;15.444;1.132;154.114;0.052;12.0;11.0;138316.0;25.987148;25.77245508982036
134.0;10.0;8.0;2019.0;3.0;45.677;16.224;1.015;15.425;1.122;167.484;0.165;12.0;9.0;138316.0;28.08419;28.56562922868742
135.0;10.0;8.0;2019.0;4.0;32.981;14.783;0.919;15.577;1.291;159.327;0.233;12.0;7.0;138316.0;18.743402;19.14509246088193
136.0;10.0;8.0;2019.0;5.0;25.671;9.085;0.985;15.137;1.17;178.75;0.165;12.0;7.0;138316.0;14.16117;12.98890429958391
137.0;10.0;8.0;2019.0;6.0;14.34;9.453;0.766;14.951;1.286;166.528;0.077;12.0;6.0;138316.0;7.520285;6.81763826606876
138.0;10.0;8.0;2019.0;7.0;16.802;12.787;0.586;14.902;1.328;189.15;0.037;12.0;22.0;138316.0;7.51786;6.894957983193278
139.0;10.0;8.0;2019.0;8.0;18.393;16.582;0.504;14.338;1.477;191.381;0.047;12.0;20.0;138316.0;9.840942;10.04775280898876
140.0;10.0;8.0;2019.0;9.0;24.576;15.344;0.915;15.011;1.227;194.143;0.107;12.0;13.0;138316.0;12.699507;12.13566433566434
141.0;10.0;8.0;2019.0;10.0;27.647;11.905;1.101;14.456;1.159;191.557;0.145;12.0;15.0;138316.0;13.725715;13.54883081155433
142.0;10.0;8.0;2019.0;11.0;27.22;13.118;1.001;15.145;1.307;211.371;0.227;12.0;136.0;138316.0;14.258694;14.20520231213873
143.0;10.0;8.0;2019.0;12.0;18.96;12.215;1.144;15.048;1.335;194.837;0.091;12.0;43.0;138316.0;12.798257;13.32347949080622
144.0;10.0;8.0;2020.0;1.0;21.526;17.246;0.796;14.977;1.516;215.146;0.047;12.0;14.0;143265.0;13.537101;13.61761442441054
145.0;10.0;8.0;2020.0;2.0;31.679;18.158;0.884;15.02;1.339;198.213;0.145;12.0;11.0;143265.0;19.592367;19.66918429003021
146.0;10.0;8.0;2020.0;3.0;41.736;30.965;0.923;15.609;1.384;233.874;0.185;12.0;7.0;143265.0;28.101948;32.56918687589158
147.0;10.0;8.0;2020.0;4.0;18.641;26.687;0.398;15.634;1.251;204.368;0.077;12.0;6.0;143265.0;13.812172;13.5965034965035
148.0;10.0;8.0;2020.0;5.0;11.19;15.222;0.316;15.433;1.245;166.208;0.079;12.0;3.0;143265.0;6.601688;6.088252148997135
149.0;10.0;8.0;2020.0;6.0;16.922;12.357;0.343;15.036;1.261;162.209;0.129;12.0;6.0;143265.0;7.6281323;7.51866464339909
150.0;10.0;8.0;2020.0;7.0;12.619;11.878;0.35;14.71;1.196;186.58;0.125;12.0;3.0;143265.0;6.3136225;5.951243093922652
151.0;10.0;8.0;2020.0;8.0;15.394;15.449;0.385;15.009;1.216;207.405;0.065;12.0;15.0;143265.0;7.573797;8.289085948158252
152.0;10.0;8.0;2020.0;9.0;17.835;12.664;0.483;14.595;1.153;199.38;0.134;12.0;6.0;143265.0;8.459658;10.29210903873745
153.0;10.0;8.0;2020.0;10.0;19.456;15.15;0.434;14.864;1.167;216.468;0.056;12.0;11.0;143265.0;10.534793;10.32030386740331
154.0;10.0;8.0;2020.0;11.0;26.702;10.736;0.663;14.667;1.083;221.422;0.329;12.0;68.0;143265.0;14.042373;17.52454417952314
155.0;10.0;8.0;2020.0;12.0;26.204;11.78;0.614;14.662;1.129;218.223;0.103;12.0;46.0;143265.0;13.738581;14.37602739726027
156.0;10.0;8.0;2021.0;1.0;26.872;13.764;0.434;14.373;1.198;215.261;0.032;12.0;16.65;146876.0;13.922702;13.51588397790055
157.0;10.0;8.0;2021.0;2.0;25.955;12.778;0.481;15.105;1.267;217.643;0.074;12.0;15.31;146876.0;14.462367;14.63270440251572
158.0;10.0;8.0;2021.0;3.0;27.452;12.421;0.613;14.378;1.126;208.312;0.172;12.0;59.95;146876.0;14.729381;16.13541033434651
159.0;10.0;8.0;2021.0;4.0;18.861;12.428;0.455;15.317;1.087;196.903;0.124;12.0;8.59;146876.0;11.128785;10.26399437412096
160.0;11.0;9.0;2008.0;1.0;41.623;10.594;1.045;13.488;0.93;184.69;0.08;2.0;109.0;135889.0;17.419598;
161.0;11.0;9.0;2008.0;2.0;42.307;9.863;1.097;13.335;0.924;176.749;0.124;2.0;6.0;135889.0;18.204258;
162.0;11.0;9.0;2008.0;3.0;43.832;8.947;1.131;13.338;0.909;181.352;0.145;2.0;20.0;135889.0;18.751125;
163.0;11.0;9.0;2008.0;4.0;40.808;7.736;1.064;13.309;0.91;178.843;0.158;2.0;23.0;135889.0;16.991331;
164.0;11.0;9.0;2008.0;5.0;39.84;6.363;1.102;13.308;0.921;174.605;0.116;2.0;11.0;135889.0;15.270169;
165.0;11.0;9.0;2008.0;6.0;38.706;6.479;1.1;13.275;0.958;173.884;0.067;2.0;5.0;135889.0;15.007821;
166.0;11.0;9.0;2008.0;7.0;39.357;6.831;1.086;13.261;0.93;176.276;0.084;2.0;14.0;135889.0;14.831916;
167.0;11.0;9.0;2008.0;8.0;38.339;8.254;1.055;13.27;0.948;172.306;0.061;2.0;6.0;135889.0;15.39175;
168.0;11.0;9.0;2008.0;9.0;38.195;8.413;1.07;13.28;0.913;172.921;0.058;2.0;2.0;135889.0;15.029282;
169.0;11.0;9.0;2008.0;10.0;39.213;8.393;1.111;13.301;0.899;175.845;0.112;2.0;2.0;135889.0;15.425909;
170.0;11.0;9.0;2008.0;11.0;40.442;8.114;1.158;13.31;0.881;178.374;0.15;2.0;3.0;135889.0;17.286371;
171.0;11.0;9.0;2008.0;12.0;40.287;8.083;1.154;13.296;0.903;173.578;0.126;2.0;1.0;135889.0;16.896732;
172.0;11.0;9.0;2009.0;1.0;41.538;11.334;1.03;13.35;0.992;177.468;0.089;2.0;14.0;139559.0;17.39643;
173.0;11.0;9.0;2009.0;2.0;42.532;10.635;1.047;13.328;1.003;176.793;0.115;2.0;13.0;139559.0;18.044947;
174.0;11.0;9.0;2009.0;3.0;42.052;10.335;1.079;13.344;0.995;177.485;0.123;2.0;7.0;139559.0;18.454048;
175.0;11.0;9.0;2009.0;4.0;40.304;8.628;1.071;13.389;0.967;182.2;0.143;2.0;73.0;139559.0;16.785135;
176.0;11.0;9.0;2009.0;5.0;39.782;6.898;1.098;13.381;0.97;181.969;0.155;2.0;31.0;139559.0;15.733916;
177.0;11.0;9.0;2009.0;6.0;39.212;7.051;1.072;13.261;1.0;179.011;0.084;2.0;19.0;139559.0;15.186824;
178.0;11.0;9.0;2009.0;7.0;38.208;7.481;1.073;13.258;0.993;171.913;0.062;2.0;5.0;139559.0;15.362925;
179.0;11.0;9.0;2009.0;8.0;36.823;8.895;1.039;13.299;1.004;168.721;0.061;2.0;4.0;139559.0;15.429916;
180.0;11.0;9.0;2009.0;9.0;37.423;9.165;1.057;13.32;0.988;169.427;0.059;2.0;3.0;139559.0;15.474387;
181.0;11.0;9.0;2009.0;10.0;38.708;8.795;1.102;13.314;0.962;177.939;0.121;2.0;4.0;139559.0;16.324654;
182.0;11.0;9.0;2009.0;11.0;39.268;8.814;1.154;13.314;0.941;178.423;0.149;2.0;4.0;139559.0;16.97573;
183.0;11.0;9.0;2009.0;12.0;39.489;8.781;1.136;13.322;0.982;175.475;0.125;2.0;1.0;139559.0;16.608168;
184.0;11.0;9.0;2010.0;1.0;44.177;11.295;0.988;13.483;1.062;189.991;0.082;2.0;36.0;142753.0;20.296633;
185.0;11.0;9.0;2010.0;2.0;45.94;10.311;1.174;13.396;1.053;190.626;0.119;2.0;28.0;142753.0;21.20595;
186.0;11.0;9.0;2010.0;3.0;44.934;9.84;1.179;13.513;1.058;192.069;0.136;2.0;81.0;142753.0;21.035194;
187.0;11.0;9.0;2010.0;4.0;43.071;8.7;1.067;13.37;1.029;186.013;0.14;2.0;10.0;142753.0;19.046705;
188.0;11.0;9.0;2010.0;5.0;42.017;6.586;1.074;13.366;1.023;184.288;0.149;2.0;4.0;142753.0;18.093922;
189.0;11.0;9.0;2010.0;6.0;41.227;6.94;1.08;13.292;1.038;180.618;0.069;2.0;4.0;142753.0;17.827715;
